vendor_code,review_count,avg_rating,positive_count,sample_review_text,sample_reviewer,sample_rating
s1qg,9,3.48,11,good bt salt R ki jani missing cilo tmn moja lage nai.. bt overall poriman valo disen,Rowshon,
q5i6,30,3.16,39,Brownie has a smell and tasted so bad ,Disha,
sinl,30,3.4,40,"worst pizza ever, beef ta literally mone hocchilo normal curry type ranna kore dise, r kacha morich diye ke pizza banay, disappointed this time",Sadia,
rfaa,11,3.57,16,"baler khao suey banaise. gorur korma noodles er upor dhele dise. too bad. khao suey er K o hoinai. all the spices missing,no roasted garlic,no nuts nothing at all",Galib,
foia,30,3.25,35,Chicken fry 1 piece khawar por theke ami sick feel korchi onek. ekdom kacha lagchilo moydar gondho r chicken bashi chilo,Afrin,
z2hb,30,2.49,22,"সেট 5 এ  চিজ ছিল না,এই রাইস ভালো করে রান্না হয় নাই সাথে চিকেনও শক্ত ছিল।আর বার্বিকিউ চিকেন,চিকেন উইংস ভালো ছিল।কিন্ত একটা সস বা মিওনিস ছিল না।",Md,
fejm,30,3.73,42,Khabar theke ekta smell pawa gese jeta pochondo plus chul pawa gese khub e baje,Nasim,
skif,23,2.44,20,"sub sandwich bread is so hard, not fresh",Rm,
gy3s,13,3.14,16,"সিঙ্গারা, সমুচা, বার্গার ফ্রেশ ছিলোনা। বাসি ছিলো। ",Mou,
ijdn,11,3.22,13,taste was good but salt was insufficient,Tashfin,
xtkc,6,1.75,3,খাবার খুব বাজ২২০০টাকার খাবার এতো খারাপ।ইলিশ গুলা একদম ছোট ছোট ৫০০দিলেও সব মিলে লস।ডাল ৯০টাকা ১০টাকাও খরচ হয়নি পানির মতো।এতো বাজে খাবার কারো সামনে দিতে পারিনি,Sauda,
n7su,30,3.81,43,Rice was very thick. Chingri was not up to the mark ,Mohammad,
lbjp,27,3.47,42,মিটবক্স এ চিকেন না ভেজে দিয়ে দিসে. এত পচা মিট বক্স কখনও খাইনি,Maisha,
evaa,1,1.0,0,Very unhygienic food. ,Jannat,
bn8h,30,4.66,70,Shob shomoy snakes er jonno first choice ,Suzanne,
fpzt,26,3.3,33,They didn’t write my massage on the top of the cake. Didn’t even contact me. I’ll look onto this matter professionally.,Tanha,
preg,13,2.94,16,রুটির মতো ডোসা দিলেন কোন মচমচা না কিছু না এটা কী লুচ গার্লিক ডোসা অর্ডার করেছিলাম,Eshan,
jkd7,2,1.0,0,"খুব ই বাজে ল্যাংটা খিচুড়ি তো হয় ই নাই তার মধ্যে কাঁচা মসলার গন্ধ, আচারের তো বালাই নাই।খেতেই পারছি না একদম। টাকাটা জলে গেল একদম।এসব বাটপারী বন্ধ করেন।",Jenny,
el04,1,1.0,0,i ordered two mix juice and paid for it by bkash but they sent me both orange juice . That was upsetting .,Sohan,
vzdv,13,3.06,15,ভালো ছিল এবং গরম ছিল। ,Shopon,
hnhk,9,3.5,13,Delicious! It’s taste as like made in own home.,mahmud,
z5jl,30,4.41,60,Lau was great. Murgi was average.,Shahriyar,
o8wp,6,2.73,7,"Chicken samosa needs to be improved , they were hard as a rock. ",Nadim,
brj1,26,2.48,18,Food quality was extremely poor.felt like stale food.chicken had bad smell.rice was stale and old.worst item was vegetable curry.overall very disappointing experience.,Murshed,
u6ps,23,3.27,30,cream jam ekdom valo na.. eder lal mohon misty o valo na.. chomchom ta motamoti valo ase,Saufi,
pzds,10,2.36,6,Why bother naming yourself the chocolate room when you're using low grade chocolates!? 🤷🏻‍♂️ 🙄 ,Adnan,
gcy3,8,3.9,12,Taste & packaging is good but overpriced. price should be reduced by 20%,Farhan,
jtxe,4,1.5,0,খাবার ঠান্ডা ছিলো,Shakhawat,
r22h,30,4.07,51,Khub valo cake,Shakila,
l72u,22,3.03,30,Better than Pizzaburg,Fariha,
viiq,19,3.48,28,বাজে খাবার,Asad,
b41r,30,4.21,59,great ,Mahabub,
d19v,10,2.76,9,Thik thak,Nafi,
lyfv,1,1.0,0,Khabar khub baja chilo shami ta kono dudh nai porotay kono alu nai warts,Tanjila,
olr3,6,3.67,11,হাফ কেজি মাংসে ৩০০ গ্রাম হাড্ডি। আর পঞ্চাশ একশো গ্রাম মসলা তো হবেই। সালাদ হিসেবে পাচ্ছেন বাধা কপি। মেজবানি গোস্তের মান সন্মান সব খেয়ে দিলো,Rayhan,
rj87,9,3.09,10,dam hishabo Bater but packaging ta bad silo ,Ayesha,
crj0,1,1.0,0,"This restrurant is just worse. The beef burger was completely below average. We ordered chicken popcorn, which is worthless. Never dine or order from here.",Riaz,
qsqk,19,3.23,23,"গরম ছিলো, মজা ছিলো।  কিন্তু হাড্ডির পরিমান বেশি ছিলো",Raihan,
xa7x,2,4.33,6,খাবারের স্বাদটা একটু ব্যতিক্রম অতটা ভালো না তবে খাবারটা গরম ছিল মানকোয়ালিটির দিক দিয়ে যদি বলতে যাই তেমন বেশি একটা উন্নত না প্যাকেজিং টা ভাল ছিল নুডলস টাও ভালো তবে শার্টটা তেমন নাই,Md,
uze8,15,3.8,25,খাবারের মান অনেক ভালো। মাংস অনেক মজার ছিলো একদম টাটকা মাংস মনে হয়েছে। আর রুটিও অনেক সুন্দর ছিলো। একদম ঘরোয়া খাবার। প্যাকেজিং এ ভালো ছিলো,ShukTara,
e2pb,24,3.18,36,"the taste of food couldn't get any worse than this. the chicken was not fried at all, alur chop er coating deya chilo and red inside, dont know if that was blood or color. the noodles was full of oil.",Tanvir,
e208,8,3.3,11,ভালো । এই মান ধরে রাখেন। ,Mubassira,
vi0i,23,2.66,22,I love there food ❤️,Tasnim,
s4vo,30,3.36,40,Sent the wrong items!,Chad,
q4ub,21,4.49,45,Peshawari Beef usually makes blunder. But this one was surprisingly good & authentic. Meat qty was sufficient & it felt while eating that the ingredients are freshly used & good quality. Thank you,Mitra,
t5in,30,3.03,34,good test and fast delivery in satisfied ,Sabila,
psc5,3,2.71,3,ফুড কোয়ান্টিটি এবং কোয়ালিটি ভালো। প্রাইস অনুসারে খারাপ না।তবে মাংসের size এবং কোয়ান্টিটি একটু কম ওভারঅল ভালো খারাপ না।,Tashria,
nt5v,10,3.92,17,Five star for the packaging. Pan cake with honey and chocolate was really good. But Spicy pancake could be better. Aloo paratha was average. Mixed vegetable was good too. And thanks for the gift! ,Faheem,
q24v,2,3.4,3,"প্রতিটি খাবার খুবই সুস্বাদু এবং পর্যাপ্ত পরিমাণে ছিলো। রান্নার স্বাদ খাটি চাটগাঁইয়া ঘরানার হওয়ায় ছিলো বাড়তি যোগ। ঝালটা আরেকটু বেশী হলে আরো জমতো। খাবার খেয়ে খুবই মজা পেয়েছি, আলহামদুলিল্লাহ। ",ASM,
s5rj,15,2.5,10,taste was awful. Hair found in the food. lak of freshness. ,Ahasan,
avsg,7,3.94,11,Morog polawo ta valo silo but Tehari ta motamoti silo.,Putul,
xxpv,30,3.52,39,Low level food quality. ,Debabrata,
ogbw,5,3.43,6,"very small portion, average taste ",Mahajabin,
fjsq,30,4.1,56,It was tasty.,Fareeha,
xkzz,3,5.0,7,"great smash burger, fries were tasty and the chicken was crispy 😋",Alif,
vyi8,30,3.35,42,"well , dim er khosa paise and oil besi noodles a",Zerin,
rth8,5,2.33,2,was not good ,Hafiz,
nkm1,1,5.0,3,"এই পাস্তা অনেক অনেক সুস্বাদু, অনেক ভালো লাগলো। বারবার অর্ডার করবো ইনশাআল্লাহ।",SAFWAN,
d1cq,30,2.29,22,Chicken cheesy popcorn rice was average. The cheese melt and rice didn’t go that well as it was baked. Not a big fan of it though. ,Abeed,
qit6,2,2.6,1,লিখা ছিলো crispy chicken কিন্তু ব্রেড ক্রাম্ব দিয়ে কোড করে দিয়েছে। চিকেনের সাইজ প্রাইজ অনুযায়ী অনেক ছোট। খুবই বাজে ছিল। চিকেন চাউমিন টা তেমন ভালো লাগেনি।,Sadia,
khw1,23,2.79,23,Bad taste ,Syed,
rk1y,2,3.0,2,Was ok...,Taneem,
w8ku,19,3.29,28,nice !,Arefin,
g8el,6,3.94,13,"প্রথমমত আমি কাাচ্চি খেলাম নাকি পোরা ভাত খেলাম তাই-ই বুঝতাছি না। কারন রাইচ থেকে পোড়া গন্ধ আসতাছে অনেক, এবং আলু খেতে গিয়ে মনে হলো কাচা আলু জাস্ট কেটে রাইচ এর ভিতর দিয়ে দেওয়া হয়েছে। ",Mazba,
srb1,30,3.32,43,Great Food. Pure Homemade vibes. ,Shahariar,
qcmg,3,3.0,4,"What is this shit? I ordered BBq meatbox not a chicken curry,loads of potato and no mayo or sauce..shutdown if u cant prepare proper meals",Ammar,
p69u,12,2.93,13,savage review reply dekhe order korsilam. vabsilam asholei khabar mone hoy valo. lobon dia gaira rakhsen vai. ar preparation e eto time nile to amie nije ghore banay felte partam. amare taka ferot den,Golam,
e9nr,5,3.46,9,Price wise the quantity of the food is very less. And the vegetable curry consists of oil only i didn't see any vegetable in there. ,Fabiha,
x0n2,30,2.84,28,মাল্টার শরবত আপনারা জাস্ট একটা খোলা বোতলে দিয়েছেন। এবং বোতলটা পরিষ্কারও ছিল না। চুল লেগে ছিল বোতলে। এটা দেখে তো খাওয়ার রুচিই হবে না মানুষের। ,Sumi,
xy37,1,1.0,0,why you send half biriyani? I ordered full,Afroza,
sava,30,3.38,40,valo silo chessy silo,Ahnaf,
m08x,14,3.4,19,boil the chicken...  nobody likes halfboiled chicken. 🤬,Razwan,
zdmn,3,4.56,7,Delicious 😋,Hossain,
bavc,23,4.0,43,tasty and crispy. best waffle ,Sadia,
rjld,30,4.71,65,"আপু আপনার চিকেন টা আমার গ্রামের বাড়ির আর মা, কাকির হাতের চিকেন ভুনার কথা মনে করিয়ে দেয়। আজকে খাবার টা লেট পেয়েছি কিন্তু টেস্ট টপ নচ। গরম ছিলো।
আপু দেশি মুরগি এড করেন, আরো বেশি মজা হবে আসা করি সেটা",Fabia,
iedk,10,3.0,11,খাবার অনেক মজা ছিল আমার বাচ্চারা এই দোকান ছাড়া অন্য দোকান থেকে  খাবার নিলে একদমই খেতে চায় না তাই বারবার আমি এই দোকানে অর্ডার করি আগে একদিন খাবারটা একটু ডিস্টার্ব ছিল আমি ম্যানেজারকে বলেছিলাম ,Md,
u8xp,12,3.25,17,Ekdom baje kacha sandesh eto ghondo khaitei pari nai mithai je eto baje seller age jantam nah,Maruf,
f4hh,5,2.83,4,it tastes so bad,Tanjilur,
dx9j,2,3.0,3,"Biryani  was flavourful, thought its not bashmati rice",Sabbir,
lpke,27,2.84,28,good,Thief,
xkml,30,3.16,32,No flavor in food. Shawarma very small.,Mrs,
pujl,24,4.02,45,Good pasta. liked it. ,Tareq,
w522,1,3.0,1,took too long time to prepare the food.  quantity of beef was too little compare to the cost of Tk.500. variety of rice is not standard. ,Kabir,
